# Version: ICTV_Master_Species_List_2022_MSL38_v3 (website: https://ictv.global/msl)
Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Genome Composition	Last Change	MSL of Last Change	Proposal for Last Change 	Taxon History URL
101	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus macacinebeta3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201463
102	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus macacinebeta8	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206399
103	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus mandrillinebeta1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206400
104	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus paninebeta2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201464
105	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201465
106	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206401
107	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus saimiriinebeta4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201466
108	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201468
109	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201469
110	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta8	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201470
111	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201472
112	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta3	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip	ictv.global=202214018
113	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206404
114	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta5	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206405
115	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus caviidbeta2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201478
116	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus miniopteridbeta1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202209145
117	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus tupaiidbeta1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201480
118	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta7	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201474
119	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6a	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201475
120	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6b	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201476
121	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus macacinebeta9	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206402
122	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus muridbeta3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206403
123	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus suidbeta2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201479
124	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Bossavirus		Bossavirus delphinidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202209147
125	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus callitrichinegamma3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201483
126	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus gorillinegamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201485
127	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus humangamma4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201486
128	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201487
129	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma10	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206406
130	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma13	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip	ictv.global=202214019
131	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus paninegamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201488
132	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus papiinegamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201489
133	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus ponginegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201490
134	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201492
135	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201493
136	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus bovinegamma6	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201494
137	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus caprinegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201495
138	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus hippotraginegamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201496
139	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus ovinegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201497
140	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201498
141	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201499
142	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma5	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201500
143	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus phascolarctidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202209151
144	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus vombatidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202209152
145	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Patagivirus		Patagivirus vespertilionidgamma3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202209149
146	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201502
147	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma5	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201503
148	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus felidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206410
149	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus mustelidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201504
150	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus phocidgamma3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206411
151	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus rhinolophidgamma1	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip	ictv.global=202214020
152	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus vespertilionidgamma1	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206412
153	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201506
154	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma3	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201507
155	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus bovinegamma4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201508
156	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus colobinegamma1	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip	ictv.global=202214021
157	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus cricetidgamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201509
158	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus humangamma8	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201510
159	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma5	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201511
160	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma8	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206407
161	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma11	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206408
162	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma12	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202206409
163	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma4	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201512
164	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma7	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201513
165	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus saimiriinegamma2	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip	ictv.global=202201514
166	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus communis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213484
167	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus copri	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213483
168	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kahucivirus		Kahucivirus intestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213487
169	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kingevirus		Kingevirus communis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213490
170	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus gastrointestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213480
171	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus intestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213479
172	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus intestinihominis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213481
173	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus secundus	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213482
174	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Carjivirus		Carjivirus communis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213461
175	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Carjivirus		Carjivirus hominis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213460
176	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Dabirmavirus		Dabirmavirus hominis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213468
177	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus copri	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213470
178	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus intestinihominis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213471
179	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Delmidovirus		Delmidovirus splanchnicus	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213472
180	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Diorhovirus		Diorhovirus copri	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213473
181	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Diorhovirus		Diorhovirus intestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213474
182	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Drivevirus		Drivevirus gastrointestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213475
183	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Endlipuvirus		Endlipuvirus intestinihominis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213476
184	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Crudevirinae	Whopevirus		Whopevirus animalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213500
185	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Fohxhuevirus		Fohxhuevirus gastrointestinalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213477
186	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Hacihdavirus		Hacihdavirus animalis	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213478
187	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Obtuvirinae	Wotdevirus		Wotdevirus murinus	dsDNA	New,	37	2021.022B.R.Crassvirales.zip	ictv.global=202213501
